,abstract,id,journal,keywords,title,year
1373,"This article presents inlinedocs, an R package for generating documentation from comments. The concept of structured, interwoven code and documentation has existed for many years, but existing systems that implement this for the R programming language do not tightly integrate with R code, leading to several drawbacks. This article attempts to address these issues and presents 2 contributions for documentation generation for the R community. First, we propose a new syntax for inline documentation of R code within comments adjacent to the relevant code, which allows for highly readable and maintainable code and documentation. Second, we propose an extensible system for parsing these comments, which allows the syntax to be easily augmented.",WOS:000324371300001,JOURNAL OF STATISTICAL SOFTWARE,,"Sustainable, Extensible Documentation Generation Using inlinedocs",2013
1374,"For functional magnetic resonance imaging (fMRI) studies, researchers can use multi-subject blocked designs to identify active brain regions for a certain stimulus type of interest. Before performing such an experiment, careful planning is necessary to obtain efficient stimulus effect estimators within the available financial resources. The optimal number of subjects and the optimal scanning time for a multi-subject blocked design with fixed experimental costs can be determined using optimal design methods. In this paper, the user-friendly computer program POBE 1.2 (program for optimal design of blocked experiments, version 1.2) is presented. POBE provides a graphical user interface for fMRI researchers to easily and efficiently design their experiments. The computer program POBE calculates the optimal number of subjects and the optimal scanning time for user specified experimental factors and model parameters so that the statistical efficiency is maximised for a given study budget. POBE can also be used to determine the minimum budget for a given power. Furthermore, a maximin design can be determined as efficient design for a possible range of values for the unknown model parameters. In this paper, the computer program is described and illustrated with typical experimental factors for a blocked fMRI experiment.",WOS:000332110300001,JOURNAL OF STATISTICAL SOFTWARE,"['EVENT-RELATED FMRI', 'STATISTICAL-ANALYSIS', 'POWER CALCULATION', 'OPTIMIZATION', 'FSL']",POBE : A Computer Program for Optimal Design of Multi-Subject Blocked fMRI Experiments,2014
1375,"Statistical process control (SPC) descibes a widely-used set of approaches used to detect shifts in processes in, for example, manufacturing. Among these are ""control charts"". Control charts and other SPC techniques have been in use since at least the 1950s, and, because they are comparatively unsophisticated, are often used by management or operations personnel without formal statistical training. These personnel will often have experience with the popular spreadsheet program Excel, but may have less training on a mainstream statistical package. Base Excel does not provide the ability to draw control charts directly, although add-ins for that purpose are available for purchase.
We present a free add-in for Excel that draws the most common sorts of control charts. It follows the development of the textbook of Montgomery (2005), so it may be well-suited for instructional purposes.",WOS:000267708700001,JOURNAL OF STATISTICAL SOFTWARE,,An Excel Add-In for Statistical Process Control Charts,2009
1376,"We introduce the R package npmv that performs nonparametric inference for the comparison of multivariate data samples and provides the results in easy-to-understand, but statistically correct, language. Unlike in classical multivariate analysis of variance, multivariate normality is not required for the data. In fact, the different response variables may even be measured on different scales (binary, ordinal, quantitative). p values are calculated for overall tests (permutation tests and F approximations), and, using multiple testing algorithms which control the familywise error rate, significant subsets of response variables and factor levels are identified. The package may be used for low-or high-dimensional data with small or with large sample sizes and many or few factor levels.",WOS:000392706300001,JOURNAL OF STATISTICAL SOFTWARE,"['FACTORIAL-DESIGNS', 'TESTS']",Nonparametric Inference for Multivariate Data: The R Package npmv,2017
1377,"Let (Xi)(i >= 1) be a stationary mean-zero Gaussian process with covariances rho(k) = E(X(1) X(k+1)) satisfying rho(0) = 1 and rho(k) = k(-D) L(k), where D is in (0, 1), and L is slowly varying at infinity. Consider the U-process {U(n)(r), r is an element of 1} defined as
U(n)(r) = 1/n (n-1) Sigma(1 <= i not equal j <= n) 1{G(X(i), X(j))<= r}
where I is an interval included in R, and G is a symmetric function. In this paper, we provide central and noncentral limit theorems for U(n). They are used to derive, in the long-range dependence setting, new properties of many well-known estimators such as the Hodges-Lehmann estimator, which is a well-known robust location estimator, the Wilcoxon-signed rank statistic, the sample correlation integral and an associated robust scale estimator. These robust estimators are shown to have the same asymptotic distribution as the classical location and scale estimators. The limiting distributions are expressed through multiple Wiener-Ito integrals.",WOS:000293716500003,ANNALS OF STATISTICS,"['STATISTICS', 'ESTIMATORS', 'SEQUENCES', 'LOCATION']",ASYMPTOTIC PROPERTIES OF U-PROCESSES UNDER LONG-RANGE DEPENDENCE,2011
1378,"In medical and epidemiological studies, the odds ratio is a commonly applied measure to approximate the relative risk or risk ratio in cohort studies. It is well known such an approximation is poor and can generate misleading conclusions, if the incidence rate of a study outcome is not rare. However, there are times when the incidence rate is not directly available in the published work. Motivated by real applications, this paper presents methods to convert the odds ratio to the relative risk when published data offers limited information. Specifically, the proposed new methods can convert the odds ratio to the relative risk, if an odds ratio and/or a confidence interval as well as the sample sizes for the treatment and control group are available. In addition, the developed methods can be utilized to approximate the relative risk based on the adjusted odds ratio from logistic regression or other multiple regression models. In this regard, this paper extends a popular method by Zhang and Yu (1998) for converting odds ratios to risk ratios. The objective is novelly mapped into a constrained nonlinear optimization problem, which is solved with both a grid search and nonlinear optimization algorithm. The methods are implemented in R package orsk (Wang 2013) which contains R functions and a Fortran subroutine for efficiency. The proposed methods and software are illustrated with real data applications.",WOS:000325947800001,JOURNAL OF STATISTICAL SOFTWARE,"['CARDIAC-CATHETERIZATION', 'COMMON OUTCOMES', 'RACE', 'SEX']",Converting Odds Ratio to Relative Risk in Cohort Studies with Partial Data Information,2013
1379,"We consider the sampling problem for functional PCA (fPCA), where the simplest example is the case of taking time samples of the underlying functional components. More generally, we model the sampling operation as a continuous linear map from H to R-m, where the functional components to lie in some Hilbert subspace H of L-2, such as a reproducing kernel Hilbert space of smooth functions. This model includes time and frequency sampling as special cases. In contrast to classical approach in fPCA in which access to entire functions is assumed, having a limited number m of functional samples places limitations on the performance of statistical procedures. We study these effects by analyzing the rate of convergence of an M-estimator for the subspace spanned by the leading components in a multi-spiked covariance model. The estimator takes the form of regularized PCA, and hence is computationally attractive. We analyze the behavior of this estimator within a nonasymptotic framework, and provide bounds that hold with high probability as a function of the number of statistical samples n and the number of functional samples m. We also derive lower bounds showing that the rates obtained are minimax optimal.",WOS:000321844300005,ANNALS OF STATISTICS,"['PRINCIPAL-COMPONENTS-ANALYSIS', 'LONGITUDINAL DATA', 'APPROXIMATION']",SAMPLED FORMS OF FUNCTIONAL PCA IN REPRODUCING KERNEL HILBERT SPACES,2012
1380,"New types of designs called nested space-filling designs have been proposed for conducting multiple computer experiments with different levels of accuracy. In this article, we develop several approaches to constructing Such designs. The development of these methods also leads to the introduction of several new discrete mathematics concepts, including nested orthogonal arrays and nested difference matrices.",WOS:000271673500019,ANNALS OF STATISTICS,"['LATIN HYPERCUBE DESIGNS', 'ARRAY SAMPLING DESIGNS', 'CENTRAL-LIMIT-THEOREM', 'ORTHOGONAL ARRAYS', 'COMPUTER EXPERIMENTS', 'STRENGTH 2', 'SIMULATIONS', 'MODELS', 'OUTPUT', 'CALIBRATION']",CONSTRUCTION OF NESTED SPACE-FILLING DESIGNS,2009
1381,"Recent advances in computer recording and storing technology have tremendously increased the presence of functional data, whose graphical representation can be infinite-dimensional curve, image, or shape. When the same functional object is observed over a period of time, such data are known as functional time series. This article makes first attempt to describe several techniques (centered around functional principal component analysis) for modeling and forecasting functional time series from a computational aspect, using a readily-available R addon package. These methods are demonstrated using age-specific Australian fertility rate data from 1921 to 2006, and monthly sea surface temperature data from January 1950 to December 2011.",WOS:000321944400007,R JOURNAL,"['DATA MODELS', 'MORTALITY', 'RAINBOW']",ftsa: An R Package for Analyzing Functional Time Series,2013
1382,"We propose dimension reduction methods for sparse, high-dimensional multivariate response regression models. Both the number of responses and that of the predictors may exceed the sample size. Sometimes viewed as complementary, predictor selection and rank reduction are the most popular strategies for obtaining lower-dimensional approximations of the parameter matrix in such models. We show in this article that important gains in prediction accuracy can be obtained by considering them jointly. We motivate a new class of sparse multivariate regression models, in which the coefficient matrix has low rank and zero rows or can be well approximated by such a matrix. Next, we introduce estimators that are based on penalized least squares, with novel penalties that impose simultaneous row and rank restrictions on the coefficient matrix. We prove that these estimators indeed adapt to the unknown matrix sparsity and have fast rates of convergence. We support our theoretical results with an extensive simulation study and two data analyses.",WOS:000321844300001,ANNALS OF STATISTICS,"['LINEAR-REGRESSION', 'CONVERGENCE', 'ALGORITHM', 'MODELS']",JOINT VARIABLE AND RANK SELECTION FOR PARSIMONIOUS ESTIMATION OF HIGH-DIMENSIONAL MATRICES,2012
1383,"Computational infrastructure for representing persons and citations has been available in R for several years, but has been restructured through enhanced classes ""person"" and ""bibentry"" in recent versions of R. The new features include support for the specification of the roles of package authors (e. g. maintainer, author, contributor, translator, etc.) and more flexible formatting/printing tools among various other improvements. Here, we introduce the new classes and their methods and indicate how this functionality is employed in the management of R packages. Specifically, we show how the authors of R packages can be specified along with their roles in package 'DESCRIPTION' and/or 'CITATION' files and the citations produced from it.",WOS:000313197700010,R JOURNAL,,Who Did What? The Roles of R Package Authors and How to Refer to Them,2012
1384,"This paper studies convergence behavior of latent mixing measures that arise in finite and infinite mixture models, using transportation distances (i.e., Wasserstein metrics). The relationship between Wasserstein distances on the space of mixing measures and f-divergence functionals such as Hellinger and Kullback-Leibler distances on the space of mixture distributions is investigated in detail using various identifiability conditions. Convergence in Wasserstein metrics for discrete measures implies convergence of individual atoms that provide support for the measures, thereby providing a natural interpretation of convergence of clusters in clustering applications where mixture models are typically employed. Convergence rates of posterior distributions for latent mixing measures are established, for both finite mixtures of multivariate distributions and infinite mixtures based on the Dirichlet process.",WOS:000317451200015,ANNALS OF STATISTICS,"['POSTERIOR DISTRIBUTIONS', 'NONPARAMETRIC PROBLEMS', 'DIRICHLET MIXTURES', 'OPTIMAL RATES', 'CONSISTENCY', 'DENSITY', 'DIVERGENCE']",CONVERGENCE OF LATENT MIXING MEASURES IN FINITE AND INFINITE MIXTURE MODELS,2013
1385,"This paper proposes a widely applicable method of approximate maximum-likelihood estimation for multivariate diffusion process from discretely sampled data. A closed-form asymptotic expansion for transition density is proposed and accompanied by an algorithm containing only basic and explicit calculations for delivering any arbitrary order of the expansion. The likelihood function is thus approximated explicitly and employed in statistical estimation. The performance of our method is demonstrated by Monte Carlo simulations from implementing several examples, which represent a wide range of commonly used diffusion models. The convergence related to the expansion and the estimation method are theoretically justified using the theory of Watanabe [Ann. Probab. 15 (1987) 1-39] and Yoshida [J. Japan Statist. Soc. 22 (1992) 139-159] on analysis of the generalized random variables under some standard sufficient conditions.",WOS:000321847600012,ANNALS OF STATISTICS,"['STOCHASTIC DIFFERENTIAL-EQUATIONS', 'DISCRETELY SAMPLED DIFFUSIONS', 'CONTINUOUS-TIME MODELS', 'MALLIAVIN CALCULUS', 'ASYMPTOTIC EXPANSIONS', 'APPROXIMATION APPROACH', 'NONLINEAR DIFFUSIONS', 'TRANSITION DENSITIES', 'SIMULATED LIKELIHOOD', 'WIENER FUNCTIONALS']",MAXIMUM-LIKELIHOOD ESTIMATION FOR DIFFUSION PROCESSES VIA CLOSED-FORM DENSITY EXPANSIONS,2013
1386,"Genetic association studies are commonly conducted to identify genes that explain the variability in a measured trait (e.g., disease status or disease progression). Often, results of these studies are summarized in the form of a p value corresponding to a test of association between each single nucleotide polymorphisms (SNPs) and the trait under study. As genes are comprised of multiple SNPs, post hoc approaches are generally applied to determine gene-level association. For example, if any SNP within a gene is significantly associated with the trait at a genome-wide significance level (p < 5 x 10-8), then the corresponding gene is considered significant. A complementary strategy, termed mixed modeling of meta-analysis p values (MixMAP) was proposed recently to characterize formally the associations between genes (or gene regions) and a trait based on multiple SNP-level p values. Here, the MixMAP package is presented as a means for implementing the MixMAP procedure in R.",WOS:000365980300001,JOURNAL OF STATISTICAL SOFTWARE,,MixMAP: An R Package for Mixed Modeling of Meta-Analysis p Values in Genetic Association Studies,2015
1387,,WOS:000290231500017,ANNALS OF STATISTICS,,"RESIDUAL EMPIRICAL PROCESSES FOR LONG AND SHORT MEMORY TIME SERIES (vol 36, pg 2453, 2008)",2010
1388,"Boosting is an iterative algorithm that combines simple classification rules with 'mediocre' performance in terms of misclassification error rate to produce a highly accurate classification rule. Stochastic gradient boosting provides an enhancement which incorporates a random mechanism at each boosting step showing an improvement in performance and speed in generating the ensemble. ada is an R package that implements three popular variants of boosting, together with a version of stochastic gradient boosting. In addition, useful plots for data analytic purposes are provided along with an extension to the multi-class case. The algorithms are illustrated with synthetic and real data sets.",WOS:000241808000001,JOURNAL OF STATISTICAL SOFTWARE,"['CLASSIFICATION', 'MACHINE']",ada: an R package for stochastic boosting,2006
1389,"We introduce glmulti, an R package for automated model selection and multi-model inference with glm and related functions. From a list of explanatory variables, the provided function glmulti builds all possible unique models involving these variables and, optionally, their pairwise interactions. Restrictions can be specified for candidate models, by excluding specific terms, enforcing marginality, or controlling model complexity. Models are fitted with standard R functions like glm. The n best models and their support (e.g., (Q)AIC, (Q)AICc, or BIC) are returned, allowing model selection and multi-model inference through standard R functions. The package is optimized for large candidate sets by avoiding memory limitation, facilitating parallelization and providing, in addition to exhaustive screening, a compiled genetic algorithm method. This article briefly presents the statistical framework and introduces the package, with applications to simulated and real data.",WOS:000281584500001,JOURNAL OF STATISTICAL SOFTWARE,['FUNCTIONAL MARGINALITY'],glmulti: An R Package for Easy Automated Model Selection with (Generalized) Linear Models,2010
1390,"Generalized linear mixed models provide a flexible framework for modeling a range of data, although with non-Gaussian response variables the likelihood cannot be obtained in closed form. Markov chain Monte Carlo methods solve this problem by sampling from a series of simpler conditional distributions that can be evaluated. The R package M C M C g l m m implements such an algorithm for a range of model fitting problems. More than one response variable can be analyzed simultaneously, and these variables are allowed to follow Gaussian, Poisson, multi(bi) nominal, exponential, zero-inflated and censored distributions. A range of variance structures are permitted for the random effects, including interactions with categorical or continuous variables (i.e., random regression), and more complicated variance structures that arise through shared ancestry, either through a pedigree or through a phylogeny. Missing values are permitted in the response variable(s) and data can be known up to some level of measurement error as in meta-analysis. All simulation is done in C/C++ using the CSparse library for sparse linear systems.",WOS:000275203300001,JOURNAL OF STATISTICAL SOFTWARE,"['PARAMETER EXPANSION', 'HIERARCHICAL-MODELS', 'MULTILEVEL MODELS', 'DATA AUGMENTATION', 'ALGORITHM', 'EM']",MCMC Methods for Multi-Response Generalized Linear Mixed Models: The MCMCglmm R Package,2010
1391,"Precision matrix is of significant importance in a wide range of applications in multivariate analysis. This paper considers adaptive minimax estimation of sparse precision matrices in the high dimensional setting. Optimal rates of convergence are established for a range of matrix norm losses. A fully data driven estimator based on adaptive constrained l(1) minimization is proposed and its rate of convergence is obtained over a collection of parameter spaces. The estimator, called ACLIME, is easy to implement and performs well numerically.
A major step in establishing the minimax rate of convergence is the derivation of a rate-sharp lower bound. A ""two-directional"" lower bound technique is applied to obtain the minimax lower bound. The upper and lower bounds together yield the optimal rates of convergence for sparse precision matrix estimation and show that the ACLIME estimator is adaptively minimax rate optimal for a collection of parameter spaces and a range of matrix norm losses simultaneously.",WOS:000372594300001,ANNALS OF STATISTICS,"['COVARIANCE ESTIMATION', 'GRAPHICAL MODELS', 'SELECTION', 'LASSO']",ESTIMATING SPARSE PRECISION MATRIX: OPTIMAL RATES OF CONVERGENCE AND ADAPTIVE ESTIMATION,2016
1392,"In the last decade, sequential Monte Carlo methods (SMC) emerged as a key tool in computational statistics [see, e.g., Sequential Monte Carlo Methods in Practice (2001) Springer, New York, Monte Carlo Stratergies in Scientific Computing (2001) Springer, New York, Complex Stochastic systems (2001) 109-173]. These algorithms approximate a sequence of distributions by a sequence of weighted empirical measures associated to a weighted population of particles, which are generated recursively.
Despite many theoretical advantages [see, e.g., J. Roy. Statist. Soc. Ser. B 63 (2001) 127-146. Ann. Statist. 33 (2005) 1983-2021, Feymann-Kac Formulae.Genealogical and interacting Particle Systems with Applications (2004) Springer, Ann. Statist. 32 (2004) 2385-2411], the large-sample theory of these approximations remains a question of central interest. In this paper we establish a law of large numbers and a central limit theorem as the number of particles gets large. We introduce the concepts of weighted sample consistency and asymptotic normality, and derive conditions under which the transformations of the weighted sample used in the SMC algorithm preserve these properties. To illustrate our findings, we analyze SMC algorithms to approximate the filtering distribution in state-space models. We show how our techniques allow to relax restrictive technical conditions used in previously reported works and provide grounds to analyze more sophisticated sequential sampling strategies, including branching, resampling at randomly selected times. and so on.",WOS:000260554100013,ANNALS OF STATISTICS,"['ZAKAI EQUATION', 'CONVERGENCE', 'IMPUTATIONS', 'INFERENCE', 'SYSTEMS', 'FILTERS']",LIMIT THEOREMS FOR WEIGHTED SAMPLES WITH APPLICATIONS TO SEQUENTIAL MONTE CARLO METHODS,2008
1393,"The R package FAMT (factor analysis for multiple testing) provides a powerful method for large-scale significance testing under dependence. It is especially designed to select differentially expressed genes in microarray data when the correlation structure among gene expressions is strong. Indeed, this method reduces the negative impact of dependence on the multiple testing procedures by modeling the common information shared by all the variables using a factor analysis structure. New test statistics for general linear contrasts are deduced, taking advantage of the common factor structure to reduce correlation and consequently the variance of error rates. Thus, the FAMT method shows improvements with respect to most of the usual methods regarding the non discovery rate and the control of the false discovery rate (FDR).
The steps of this procedure, each of them corresponding to R functions, are illustrated in this paper by two microarray data analyses. We first present how to import the gene expression data, the covariates and gene annotations. The second step includes the choice of the optimal number of factors, the factor model fitting, and provides a list of selected gene according to a preset FDR control level. Finally, diagnostic plots are provided to help the user interpret the factors using a vailable external information on either genes or arrays.",WOS:000290513100001,JOURNAL OF STATISTICAL SOFTWARE,['FALSE DISCOVERY RATES'],Factor Analysis for Multiple Testing (FAMT): An R Package for Large-Scale Significance Testing under Dependence,2011
1394,"This document describes the new features in version 2.x of the tgp package for R, implementing treed Gaussian process (GP) models. The topics covered include methods for dealing with categorical inputs and excluding inputs from the tree or GP part of the model; fully Bayesian sensitivity analysis for inputs/covariates; sequential optimization of black-box functions; and a new Monte Carlo method for inference in multi-modal posterior distributions that combines simulated tempering and importance sampling. These additions extend the functionality of tgp across all models in the hierarchy: from Bayesian linear models, to classification and regression trees (CART), to treed Gaussian processes with jumps to the limiting linear model. It is assumed that the reader is familiar with the baseline functionality of the package, outlined in the first vignette (Gramacy 2007).",WOS:000275203700001,JOURNAL OF STATISTICAL SOFTWARE,"['CHAIN MONTE-CARLO', 'DISTRIBUTIONS', 'INDEXES', 'SEARCH']","Categorical Inputs, Sensitivity Analysis, Optimization and Importance Tempering with tgp Version 2, an R Package for Treed Gaussian Process Models",2010
1395,"The behavior of maximum likelihood estimates (MLEs) and the likelihood ratio statistic in a family of problems involving pointwise nonparametric estimation of a monotone function is studied. This class of problems differs radically from the usual parametric or semiparametric situations in that the MLE of the monotone function at a point converges to the truth at rate n(1/3) (slower than the usual root n rate) with a non-Gaussian limit distribution. A framework for likelihood based estimation of monotone functions is developed and limit theorems describing the behavior of the MLES and the likelihood ratio statistic are established. In particular, the likelihood ratio statistic is found to be asymptotically pivotal with a limit distribution that is no longer X-2 but can be explicitly characterized in terms of a functional of Brownian motion. Applications of the main results are presented and potential extensions discussed.",WOS:000248692700001,ANNALS OF STATISTICS,"['PUTATIVE SOURCES', 'REGRESSION', 'DENSITY', 'RISK']",Likelihood based inference for monotone response models,2007
1396,"This paper provides ANOVA inference for nonparametric local polynomial regression (LPR) in analogy with ANOVA tools for the classical linear regression model. A surprisingly simple and exact local ANOVA decomposition is established, and a local R-squared quantity is defined to measure the proportion of local variation explained by fitting LPR. A global ANOVA decomposition is obtained by integrating local counterparts, and a global R-squared and a symmetric projection matrix are defined. We show that the proposed projection matrix is asymptotically idempotent and asymptotically orthogonal to its complement, naturally leading to an F-test for testing for no effect. A by-product result is that the asymptotic bias of the ""projected"" response based on local linear regression is of quartic order of the bandwidth. Numerical results illustrate the behaviors of the proposed R-squared and F-test. The ANOVA methodology is also extended to varying coefficient models.",WOS:000260554100003,ANNALS OF STATISTICS,"['NONPARAMETRIC REGRESSION', 'CORRELATION CURVES', 'CHECKING', 'MODELS', 'WEAK']","ANALYSIS OF VARIANCE, COEFFICIENT OF DETERMINATION AND F-TEST FOR LOCAL POLYNOMIAL REGRESSION",2008
1397,"We provide software tools for displaying and publishing interactive 3-dimensional (3D) and 4-dimensional (4D) figures to html webpages, with examples of high-resolution brain imaging. Our framework is based in the R statistical software using the rgl package, a 3D graphics library. We build on this package to allow manipulation of figures including rotation and translation, zooming, coloring of brain substructures, adjusting transparency levels, and addition/or removal of brain structures. The need for better visualization tools of ultra high dimensional data is ever present; we are providing a clean, simple, web-based option. We also provide a package (brainR) for users to readily implement these tools.",WOS:000343788100005,R JOURNAL,['R PACKAGE'],brainR: Interactive 3 and 4D Images of High Resolution Neuroimage Data,2014
1398,"We consider the problem of estimating a sparse linear regression vector beta* under a Gaussian noise model, for the purpose of both prediction and model selection. We assume that prior knowledge is available on the sparsity pattern, namely the set of variables is partitioned into prescribed groups, only few of which are relevant in the estimation process. This group sparsity assumption suggests us to consider the Group Lasso method as a means to estimate beta*. We establish oracle inequalities for the prediction and l(2) estimation errors of this estimator. These bounds hold under a restricted eigenvalue condition on the design matrix. Under a stronger condition, we derive bounds for the estimation error for mixed (2, p)-norms with 1 <= p <= infinity. When p = infinity, this result implies that a thresholded version of the Group Lasso estimator selects the sparsity pattern of beta* with high probability. Next, we prove that the rate of convergence of our upper bounds is optimal in a minimax sense, up to a logarithmic factor, for all estimators over a class of group sparse vectors. Furthermore, we establish lower bounds for the prediction and l(2) estimation errors of the usual Lasso estimator. Using this result, we demonstrate that the Group Lasso can achieve an improvement in the prediction and estimation errors as compared to the Lasso.
An important application of our results is provided by the problem of estimating multiple regression equations simultaneously or multi-task learning. In this case, we obtain refinements of the results in [In Proc. of the 22nd Annual Conference on Learning Theory (COLT) (2009)1, which allow us to establish a quantitative advantage of the Group Lasso over the usual Lasso in the multi-task setting. Finally, within the same setting, we show how our results can be extended to more general noise distributions, of which we only require the fourth moment to be finite. To obtain this extension, we establish a new maximal moment inequality, which may be of independent interest.",WOS:000296995500012,ANNALS OF STATISTICS,"['GROUP LASSO', 'VARIABLE SELECTION', 'DANTZIG SELECTOR', 'LINEAR-MODELS', 'REGRESSION', 'RECOVERY', 'HETEROGENEITY', 'AGGREGATION', 'BIAS']",ORACLE INEQUALITIES AND OPTIMAL INFERENCE UNDER GROUP SPARSITY,2011
1399,"The problem of constructing optimal discriminating designs for a class of regression models is considered. We investigate a version of the optimality criterion criterion as introduced by Atkinson and Fedorov [Biometrika 62 (1975a) 289-303]. The numerical construction of optimal designs is very hard and challenging, if the number of pairwise comparisons is larger than 2. It is demonstrated that optimal designs with respect to this type of criteria can be obtained by solving (nonlinear) vector-valued approximation problems. We use a characterization of the best approximations to develop an efficient algorithm for the determination of the optimal discriminating designs. The new procedure is compared with the currently available methods in several numerical examples, and we demonstrate that the new method can find optimal discriminating designs in situations where the currently available procedures fail.",WOS:000320488200018,ANNALS OF STATISTICS,"['PARAMETER-ESTIMATION', 'DOSE-RESPONSE']",OPTIMAL DISCRIMINATING DESIGNS FOR SEVERAL COMPETING REGRESSION MODELS,2013
1400,"We define a generalized index of jump activity, propose estimators of that index for a discretely sampled process and derive the estimators' properties. These estimators are applicable despite the presence of Brownian volatility in the process, which makes it more challenging to infer the characteristics of the small, infinite activity jumps. When the method is applied to high frequency stock returns, we find evidence of infinitely active jumps in the data and estimate their index of activity.",WOS:000268604900005,ANNALS OF STATISTICS,"['LEVY PROCESSES', 'TAIL']",ESTIMATING THE DEGREE OF ACTIVITY OF JUMPS IN HIGH FREQUENCY DATA,2009
1401,"Clustered binary data with a large number of covariates have become increasingly common in many scientific disciplines. This paper develops an asymptotic theory for generalized estimating equations (GEE) analysis of clustered binary data when the number of covariates grows to infinity with the number of clusters. In this ""large n, diverging p"" framework, we provide appropriate regularity conditions and establish the existence, consistency and asymptotic normality of the GEE estimator. Furthermore, we prove that the sandwich variance formula remains valid. Even when the working correlation matrix is misspecified, the use of the sandwich variance formula leads to an asymptotically valid confidence interval and Wald test for an estimable linear combination of the unknown parameters. The accuracy of the asymptotic approximation is examined via numerical simulations. We also discuss the ""diverging p"" asymptotic theory for general GEE. The results in this paper extend the recent elegant work of Xie and Yang [Ann. Statist. 31 (2003) 310347] and Balan and Schiopu-Kratina [Ann. Statist. 32 (2005) 522-541] in the ""fixed p"" setting.",WOS:000288183800013,ANNALS OF STATISTICS,"['GENERALIZED ESTIMATING EQUATIONS', 'P-REGRESSION PARAMETERS', 'LONGITUDINAL DATA', 'ASYMPTOTIC-BEHAVIOR', 'M-ESTIMATORS', 'SEMIPARAMETRIC REGRESSION', 'ROBUST REGRESSION', 'LINEAR-MODELS', 'LIKELIHOOD', 'CONSISTENCY']",GEE ANALYSIS OF CLUSTERED BINARY DATA WITH DIVERGING NUMBER OF COVARIATES,2011
1402,In a recent paper Yang and Stufken [Ann. Statist. 40 (2012a) 1665-1685] gave sufficient conditions for complete classes of designs for nonlinear regression models. In this note we demonstrate that there is an alternative way to validate this result. Our main argument utilizes the fact that boundary points of moment spaces generated by Chebyshev systems possess unique representations.,WOS:000321847600008,ANNALS OF STATISTICS,"['LOCALLY OPTIMAL DESIGNS', 'GENERALIZED LINEAR-MODELS', 'LA GARZA PHENOMENON']",COMPLETE CLASSES OF DESIGNS FOR NONLINEAR REGRESSION MODELS AND PRINCIPAL REPRESENTATIONS OF MOMENT SPACES,2013
1403,"The RgoogleMaps package provides (1) an R interface to query the Google and the OpenStreetMap servers for Static maps in the form of PNGs, and (2) enables the user to overlay plots on those maps within R. The loa package provides dedicated panel functions to integrate RgoogleMaps within the lattice plotting environment.
In addition to solving the generic task of plotting on a map background in R, we introduce several specific algorithms to detect and visualize spatio-temporal cluster. This task can often be-reduced to detecting over-densities in space relative to a background density. The relative density estimation is framed as a binary classification problem. An integrated hotspot visualizer is presented which allows the efficient identification and visualization of cluster in one environment. Competing clustering methods such as the scan statistic and the density scan offer higher detection power at a much larger computational cost. Such clustering method can then be extended using the lattice trellis framework to provide further insight into the relationship between clusters and potentially influential parameters. While there are other options for such map 'mashups' we believe that the integration of RgoogleMaps and lattice using loa can in certain circumstances be advantageous, e.g., by providing a highly intuitive working environment for multivariate analysis and flexible testbed for the rapid development of novel data visualization .",WOS:000349845100001,JOURNAL OF STATISTICAL SOFTWARE,"['SCAN', 'VISUALIZATION']",RgoogleMaps and loa: Unleashing R Graphics Power on Map Tiles,2014
1404,"We consider the problem of estimating the graph associated with a binary Ising Markov random field. We describe a method based on l(1)-regularized logistic regression, in which the neighborhood of any given node is estimated by performing logistic regression subject to an l(1)-constraint. The method is analyzed under high-dimensional scaling in which both the number of nodes p and maximum neighborhood size d are allowed to grow as a function of the number of observations n. Our main results provide sufficient conditions on the triple (n, p, d) and the model parameters for the method to succeed in consistently estimating the neighborhood of every node in the graph simultaneously. With coherence conditions imposed on the population Fisher information matrix, we prove that consistent neighborhood selection can be obtained for sample sizes n = Omega (d(3) log p) with exponentially decaying error. When these same conditions are imposed directly on the sample matrices, we show that a reduced sample size of n = Omega (d(2) log p) suffices for the method to estimate neighborhoods consistently. Although this paper focuses on the binary graphical models, we indicate how a generalization of the method of the paper would apply to general discrete Markov random fields.",WOS:000277471000001,ANNALS OF STATISTICS,"['MARKOV RANDOM-FIELDS', 'GRAPHS', 'LASSO', 'DISTRIBUTIONS', 'VARIABLES', 'TEXTURE']",HIGH-DIMENSIONAL ISING MODEL SELECTION USING l(1)-REGULARIZED LOGISTIC REGRESSION,2010
