id	wos_id	accession_no	issn	issn_int	eissn	isbn	eisbn	art_no	doi	title	pubtype	doctype	pubyear	pubmonth	pubday	language	source	page_range	page_count	has_abstract	wos_id	abstract
6457546	WOS:000321944400020	185DC	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	Possible Directions for Improving Dependency Versioning in R	Journal	Article	2013	6	1	English	R JOURNAL	197-206	10	1	WOS:000321944400020	One of the most powerful features of R is its infrastructure for contributed code. The built-in package manager and complementary repositories provide a great system for development and exchange of code, and have played an important role in the growth of the platform towards the de-facto standard in statistical computing that it is today. However, the number of packages on CRAN and other repositories has increased beyond what might have been foreseen, and is revealing some limitations of the current design. One such problem is the general lack of dependency versioning in the infrastructure. This paper explores this problem in greater detail, and suggests approaches taken by other open source communities that might work for R as well. Three use cases are defined that exemplify the issue, and illustrate how improving this aspect of package management could increase reliability while supporting further growth of the R community.
6467725	WOS:000320040800001	159JD	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	fastcluster: Fast Hierarchical, Agglomerative Clustering Routines for R and Python	Journal	Article	2013	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-18	18	1	WOS:000320040800001	The fastcluster package is a C++ library for hierarchical, agglomerative clustering. It provides a fast implementation of the most efficient, current algorithms when the input is a dissimilarity index. Moreover, it features memory-saving routines for hierarchical clustering of vector data. It improves both asymptotic time complexity (in most cases) and practical performance (in all cases) compared to the existing implementations in standard software: several R packages, MATLAB, Mathematica, Python with SciPy. The fastcluster package presently has interfaces to R and Python. Part of the functionality is designed as a drop-in replacement for the methods hclust and flashClust in R and scipy. cluster. hierarchy. linkage in Python, so that existing programs can be effortlessly adapted for improved performance.
6478596	WOS:000325442200007	231TV	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Copula-based maximum-likelihood estimation of sample-selection models	Journal	Article	2013	1	1	English	STATA JOURNAL	547-573	27	1	WOS:000325442200007	I describe the commands heckmancopula and switchcopula, which implement copula-based maximum-likelihood estimations of sample-selection models.
6489908	WOS:000322051800006	186NR	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Generating Manhattan plots in Stata	Journal	Article	2013	1	1	English	STATA JOURNAL	323-328	6	1	WOS:000322051800006	Genome-wide association studies hold the potential for discovering genetic causes for a wide range of diseases, traits, and behaviors. However, the incredible amount of data handling, advanced statistics, and visualization have made conducting these studies difficult for researchers. Here we provide a tool, manhattan, for helping investigators easily visualize genome-wide association studies data in Stata.
6554243	WOS:000321944400017	185DC	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	beadarrayFilter: An R Package to Filter Beads	Journal	Article	2013	6	1	English	R JOURNAL	171-180	10	1	WOS:000321944400017	Microarrays enable the expression levels of thousands of genes to be measured simultaneously. However, only a small fraction of these genes are expected to be expressed under different experimental conditions. Nowadays, filtering has been introduced as a step in the microarray preprocessing pipeline. Gene filtering aims at reducing the dimensionality of data by filtering redundant features prior to the actual statistical analysis. Previous filtering methods focus on the Affymetrix platform and can not be easily ported to the Illumina platform. As such, we developed a filtering method for Illumina bead arrays. We developed an R package, beadarrayFilter, to implement the latter method. In this paper, the main functions in the package are highlighted and using many examples, we illustrate how beadarrayFilter can be used to filter bead arrays.
6612412	WOS:000330193300014	296OA	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	On Sampling from the Multivariate t Distribution	Journal	Article	2013	12	1	English	R JOURNAL	130-137	8	1	WOS:000330193300014	The multivariate normal and the multivariate t distributions belong to the most widely used multivariate distributions in statistics, quantitative risk management, and insurance. In contrast to the multivariate normal distribution, the parameterization of the multivariate t distribution does not correspond to its moments. This, paired with a non-standard implementation in the R package mvtnorm, provides traps for working with the multivariate t distribution. In this paper, common traps are clarified and corresponding recent changes to mvtnorm are presented.
6620883	WOS:000321944400015	185DC	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	ggmap: Spatial Visualization with ggplot2	Journal	Article	2013	6	1	English	R JOURNAL	144-161	18	1	WOS:000321944400015	In spatial statistics the ability to visualize data and models superimposed with their basic social landmarks and geographic context is invaluable. ggmap is a new tool which enables such visualization by combining the spatial information of static maps from Google Maps, OpenStreetMap, Stamen Maps or CloudMade Maps with the layered grammar of graphics implementation of ggplot2. In addition, several new utility functions are introduced which allow the user to access the Google Geocoding, Distance Matrix, and Directions APIs. The result is an easy, consistent and modular framework for spatial graphics with several convenient tools for spatial data analysis.
6621928	WOS:000329680600004	289KE	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Flexible parametric illness-death models	Journal	Article	2013	1	1	English	STATA JOURNAL	759-775	17	1	WOS:000329680600004	It is usual in time-to-event data to have more than one event of interest, for example, time to death from different causes. Competing risks models can be applied in these situations where events are considered mutually exclusive absorbing states. That is, we have some initial state for example, alive with a diagnosis of cancer and we are interested in several different endpoints, all of which are final. However, the progression of disease will usually consist of one or more intermediary events that may alter the progression to an endpoint. These events are neither initial states nor absorbing states. Here we consider one of the simplest multistate models, the illness-death model. stpm2illd is a postestimation command used after fitting a flexible parametric survival model with stpm2 to estimate the probability of being in each of four states as a function of time. There is also the option to generate confidence intervals and transition hazard functions. The new command is illustrated through a simple example.
6642326	WOS:000323909400001	211LP	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	adabag: An R Package for Classification with Boosting and Bagging	Journal	Article	2013	8	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-35	35	1	WOS:000323909400001	Boosting and bagging are two widely used ensemble methods for classification. Their common goal is to improve the accuracy of a classifier combining single classifiers which are slightly better than random guessing. Among the family of boosting algorithms, AdaBoost (adaptive boosting) is the best known, although it is suitable only for dichotomous tasks. AdaBoost.M1 and SAMME (stagewise additive modeling using a multi-class exponential loss function) are two easy and natural extensions to the general case of two or more classes. In this paper, the adabag R package is introduced. This version implements AdaBoost.M1, SAMME and bagging algorithms with classification trees as base classifiers. Once the ensembles have been trained, they can be used to predict the class of new samples. The accuracy of these classifiers can be estimated in a separated data set or through cross validation. Moreover, the evolution of the error as the ensemble grows can be analysed and the ensemble can be pruned. In addition, the margin in the class prediction and the probability of each class for the observations can be calculated. Finally, several classic examples in classification literature are shown to illustrate the use of this package.
6689914	WOS:000325442200009	231TV	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Distribution-free estimation of heteroskedastic binary response models in Stata	Journal	Article	2013	1	1	English	STATA JOURNAL	588-602	15	1	WOS:000325442200009	In this article, we consider two recently proposed semiparametric estimators for distribution-free binary response models under a conditional median restriction. We show that these estimators can be implemented in Stata by using the n1 command through simple modifications to the nonlinear least-squares probit criterion function. We then introduce dfbr, a new Stata command that implements these estimators, and provide several examples of its usage. Although it is straightforward to carry out the estimation with n1, the dfbr implementation uses Mata for improved performance and robustness.
6701056	WOS:000325948000001	238LM	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Performing the Kernel Method of Test Equating with the Package kequate	Journal	Article	2013	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	25	1	WOS:000325948000001	In standardized testing it is important to equate tests in order to ensure that the test takers, regardless of the test version given, obtain a fair test. Recently, the kernel method of test equating, which is a conjoint framework of test equating, has gained popularity. The kernel method of test equating includes five steps: (1) pre-smoothing, (2) estimation of the score probabilities, (3) continuization, (4) equating, and (5) computing the standard error of equating and the standard error of equating difference. Here, an implementation has been made for six different equating designs: equivalent groups, single group, counter balanced, non-equivalent groups with anchor test using either chain equating or post-stratification equating, and non-equivalent groups using covariates. An R package for the kernel method of test equating called kequate is presented. Included in the package are also diagnostic tools aiding in the search for a proper log-linear model in the pre-smoothing step for use in conjunction with the R function glm
6704325	WOS:000315019500001	090ZW	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	moult: An R Package to Analyze Moult in Birds	Journal	Article	2013	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-23	23	1	WOS:000315019500001	Moult is the process by which birds replace their feathers. It is a costly process in terms of energy and reduced flight ability but necessary for the maintenance of the plumage and its functions. Because birds generally avoid to moult while engaged with other energy demanding activities such as breeding and migration, the analysis of moult data gives insight into how birds fit this life stage into the annual cycle, on time constraints in the annual cycle, and on the effects of environmental variables on the timing of moult. The analysis of moult data requires non-standard statistical techniques. More than 20 years ago Underhill and Zucchini developed a likelihood approach for estimating duration, mean start date and variation in start date of a population of moulting birds. However, use of these models has been limited, mainly due to the lack of user-friendly software. The moult package for R implements the Underhill-Zucchini models, allowing the user to specify moult models in a regression type formula. In addition the functions allow the moult parameters (duration, and mean and variation in start date) to depend on explanatory variables. We here describe the package, give a brief summary of the theory and illustrate the models on two data sets included in the package.
6707967	WOS:000329680600005	289KE	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Implementation of a double-hurdle model	Journal	Article	2013	1	1	English	STATA JOURNAL	776-794	19	1	WOS:000329680600005	Corner solution responses are frequently observed in the social sciences. One common approach to model phenomena that give rise to corner solution responses is to use the tobit model. If the decision to participate in the market is decoupled from the consumption amount decision, then the tobit model is inappropriate. In these cases, the double-hurdle model presented in Cragg (1971, Econometrica 39: 829-844) is an appropriate alternative to the tobit model. In this article; I introduce a command, dblhurdle, that fits the double-hurdle model. The implementation allows the errors of the participation decision and the amount decision to be correlated. The capabilities of predict after dblhurdle are also discussed.
6709138	WOS:000322051800007	186NR	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Semiparametric fixed-effects estimator	Journal	Article	2013	1	1	English	STATA JOURNAL	329-336	8	1	WOS:000322051800007	In this article, we describe the Stata implementation of Baltagi and Li's (2002, Annals of Economics and Finance 3: 103-116) series estimator of partially linear panel-data models with fixed effects. After a brief description of the estimator itself, we describe the new command xtsemipar. We then simulate data to show that this estimator performs better than a fixed-effects estimator if the relationship between two variables is unknown or quite complex.
6723000	WOS:000325442200006	231TV	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Valid tests when instrumental variables do not perfectly satisfy the exclusion restriction	Journal	Article	2013	1	1	English	STATA JOURNAL	528-546	19	1	WOS:000325442200006	There is a growing consensus that it is difficult to pick instruments that perfectly satisfy the exclusion restriction. Drawing on results from Berkowitz, Caner, and Fang (2012, Journal of Econometrics 166: 255-266), we provide in this article a nontechnical summary of how valid inferences can be made when instrumental variables come close to satisfying the exclusion restriction. Although the Anderson-Rubin (1949, Annals of Mathematical Statistics 20: 46-63) test statistic is robust to weak identification, it assumes that the instruments are perfectly orthogonal to the structural error term and is therefore oversized under mild violations of the orthogonality condition. The fractionally resampled Anderson-Rubin (FAR) test is a modification of the Anderson-Rubin test that accounts for violations of the orthogonality condition. We show that in small samples, the size of the resampling block of the FAR test can be modified to obtain valid critical values and analyze its size and power properties. We focus on power and not on size-adjusted power because the FAR test uses only one critical value in its application. We also describe user-written commands to implement the Anderson-Rubin and FAR tests in Stata.
6734295	WOS:000322051800003	186NR	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	A command for estimating spatial-autoregressive models with spatial-autoregressive disturbances and additional endogenous variables	Journal	Article	2013	1	1	English	STATA JOURNAL	287-301	15	1	WOS:000322051800003	We describe the spivreg command, which estimates the parameters of linear cross-sectional spatial-autoregressive models with spatial-autoregressive disturbances, where the model may also contain additional endogenous variables as well as exogenous variables. spivreg uses results and the literature cited in Kelejian and Prucha (1998, Journal of Real Estate Finance and Economics 17: 99-121; 1999, International Economic Review 40: 509-533; 2004, Journal of Econometrics 118: 27-50; 2010, Journal of Econometrics 157: 53-67); Arraiz et al. (2010, Journal of Regional Science 50: 592-614); and Drukker, Egger, and Prucha (2013, Econometric Reviews 32: 686-733).
6741071	WOS:000325947700001	238LJ	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Logarithmic Transformation-Based Gamma Random Number Generators	Journal	Article	2013	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-17	17	1	WOS:000325947700001	Developing efficient gamma variate generators is important for Monte Carlo methods. With a brief review of existing methods for generating gamma random numbers, this article proposes two simple gamma variate generators that are obtained from the ratio-of-uniforms method and based on two logarithmic transformations of the gamma random variable. One transformation allows for the generators to work for all shape parameter values. The other is introduced to have improved efficiency for shape parameters smaller than or equal to one.
6756100	WOS:000317249700012	121MU	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Doubly robust estimation in generalized linear models	Journal	Article	2013	1	1	English	STATA JOURNAL	185-205	21	1	WOS:000317249700012	A common aim of epidemiological research is to assess the association between a particular exposure and a particular outcome, controlling for a set of additional covariates. This is often done by using a regression model for the outcome, conditional on exposure and covariates. A commonly used class of models is the generalized linear models. The model parameters are typically estimated through maximum likelihood. If the model is correct, then the maximum likelihood estimator is consistent but may otherwise be inconsistent. Recently, a new class of estimators known as doubly robust estimators has been proposed. These estimators use two regression models, one for the outcome and one for the exposure, and are consistent if either model is correct, not necessarily both. Thus doubly robust estimators give the analyst two chances instead of only one to make valid inference. In this article, we describe a new Stata command, drglm, that implements the most common doubly robust estimators for generalized linear models.
6757948	WOS:000328131100001	267XG	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	EMMIXuskew: An R Package for Fitting Mixtures of Multivariate Skew t Distributions via the EM Algorithm	Journal	Article	2013	11	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-22	22	1	WOS:000328131100001	This paper describes an algorithm for fitting finite mixtures of unrestricted Multivariate Skew t (FM-uMST) distributions. The package EMMIXuskew implements a closed-form expectation-maximization (EM) algorithm for computing the maximum likelihood (ML) estimates of the parameters for the (unrestricted) FM-MST model in R. EMMIXuskew also supports visualization of fitted contours in two and three dimensions, and random sample generation from a specified FM-uMST distribution. Finite mixtures of skew t distributions have proven to be useful in modelling heterogeneous data with asymmetric and heavy tail behaviour, for example, datasets from flow cytometry. In recent years, various versions of mixtures with multivariate skew t (MST) distributions have been proposed. However, these models adopted some restricted characterizations of the component MST distributions so that the E-step of the EM algorithm can be evaluated in closed form. This paper focuses on mixtures with unrestricted MST components, and describes an iterative algorithm for the computation of the ML estimates of its model parameters. Its implementation in R is presented with the package EMMIXuskew. The usefulness of the proposed algorithm is demonstrated in three applications to real datasets. The first example illustrates the use of the main function fmmst in the package by fitting a MST distribution to a bivariate unimodal flow cytometric sample. The second example fits a mixture of MST distributions to the Australian Institute of Sport (AIS) data, and demonstrates that EMMIXuskew can provide better clustering results than mixtures with restricted MST components. In the third example, EMMIXuskew is applied to classify cells in a trivariate flow cytometric dataset. Comparisons with some other available methods suggest that EMMIXuskew achieves a lower misclassification rate with respect to the labels given by benchmark gating analysis.
6861746	WOS:000321944400014	185DC	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	Estimating Spatial Probit Models in R	Journal	Article	2013	6	1	English	R JOURNAL	130-143	14	1	WOS:000321944400014	In this article we present the Bayesian estimation of spatial probit models in R and provide an implementation in the package spatialprobit. We show that large probit models can be estimated with sparse matrix representations and Gibbs sampling of a truncated multivariate normal distribution with the precision matrix. We present three examples and point to ways to achieve further performance gains through parallelization of the Markov Chain Monte Carlo approach.
6872084	WOS:000322051800008	186NR	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Exact Wilcoxon signed-rank and Wilcoxon Mann-Whitney ranksum tests	Journal	Article	2013	1	1	English	STATA JOURNAL	337-343	7	1	WOS:000322051800008	We present new Stata commands for carrying out exact Wilcoxon one-sample and two-sample comparisons of the median. Nonparametric tests are often used in clinical trials, in which it is not uncommon to have small samples. In such situations, researchers are accustomed to making inferences by using exact statistics. The ranksum and signrank commands in Stata provide only asymptotic results, which assume normality. Because large-sample results are unacceptable in many clinical trials studies, these researchers must use other software packages. To address this, we have developed new commands for Stata that provide exact statistics in small samples. Additionally, when samples are large, we provide results based on the Student's t distribution that outperform those based on the normal distribution.
6893428	WOS:000325442200012	231TV	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	lclogit: A Stata command for fitting latent-class conditional logit models via the expectation-maximization algorithm	Journal	Article	2013	1	1	English	STATA JOURNAL	625-639	15	1	WOS:000325442200012	In this article, we describe lclogit, a Stata command for fitting a discrete-mixture or latent-class logit model via the expectation-maximization algorithm.
6907275	WOS:000325442200005	231TV	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	marginscontplot: Plotting the marginal effects of continuous predictors	Journal	Article	2013	1	1	English	STATA JOURNAL	510-527	18	1	WOS:000325442200005	I provide a new tool (marginscontplot) for plotting the marginal effect of continuous covariates in regression models. The plots may be univariate or according to levels or user-selected values of a second covariate. Nonlinear relationships involving transformed covariates may be plotted on the original scale.
6911532	WOS:000325947800001	238LK	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Converting Odds Ratio to Relative Risk in Cohort Studies with Partial Data Information	Journal	Article	2013	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	11	1	WOS:000325947800001	In medical and epidemiological studies, the odds ratio is a commonly applied measure to approximate the relative risk or risk ratio in cohort studies. It is well known such an approximation is poor and can generate misleading conclusions, if the incidence rate of a study outcome is not rare. However, there are times when the incidence rate is not directly available in the published work. Motivated by real applications, this paper presents methods to convert the odds ratio to the relative risk when published data offers limited information. Specifically, the proposed new methods can convert the odds ratio to the relative risk, if an odds ratio and/or a confidence interval as well as the sample sizes for the treatment and control group are available. In addition, the developed methods can be utilized to approximate the relative risk based on the adjusted odds ratio from logistic regression or other multiple regression models. In this regard, this paper extends a popular method by Zhang and Yu (1998) for converting odds ratios to risk ratios. The objective is novelly mapped into a constrained nonlinear optimization problem, which is solved with both a grid search and nonlinear optimization algorithm. The methods are implemented in R package orsk (Wang 2013) which contains R functions and a Fortran subroutine for efficiency. The proposed methods and software are illustrated with real data applications.
6928937	WOS:000317249700013	121MU	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Review of Data Analysis Using Stata, Third Edition, by Kohler and Kreuter	Journal	Review	2013	1	1	English	STATA JOURNAL	206-211	6	1	WOS:000317249700013	This article reviews Data Analysis Using Stata, Third Edition, by Ulrich Kohler and Frauke Kreuter (2012 [Stata Press]).
6931927	WOS:000321944400013	185DC	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	Let Graphics Tell the Story - Datasets in R	Journal	Article	2013	6	1	English	R JOURNAL	117-129	13	1	WOS:000321944400013	Graphics are good for showing the information in datasets and for complementing modelling. Sometimes graphics show information models miss, sometimes graphics help to make model results more understandable, and sometimes models show whether information from graphics has statistical support or not. It is the interplay of the two approaches that is valuable. Graphics could be used a lot more in R examples and we explore this idea with some datasets available in R packages.
6944756	WOS:000324371700001	217PN	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Simultaneous Optimization of Multiple Responses with the R Package JOP	Journal	Article	2013	8	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-23	23	1	WOS:000324371700001	A joint optimization plot, shortly JOP, graphically displays the result of a loss function based robust parameter design for multiple responses. Different importance of reaching a target value can be assigned to the individual responses by weights. The JOP method simultaneously runs through a whole range of possible weights. For each weight matrix a parameter setting is derived which minimizes the estimated expected loss. The joint optimization plot displays these settings together with corresponding expected values and standard deviations of the response variable. The R package JOP provides all tools necessary to apply the JOP approach to a given data set. It also returns parameter settings for a desirable compromise of achieved expected responses chosen from the plot.
6949428	WOS:000317249700010	121MU	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Two-stage nonparametric bootstrap sampling with shrinkage correction for clustered data	Journal	Article	2013	1	1	English	STATA JOURNAL	141-164	24	1	WOS:000317249700010	This article describes a new Stata command, tsb, for performing a stratified two-stage nonparametric bootstrap resampling procedure for clustered data. Estimates for uncertainty around the point estimate, such as standard error and confidence intervals, are derived from the resultant bootstrap samples. A shrinkage estimator proposed for correcting possible overestimation due to second-stage sampling is implemented as default. Although this command is written with cost effectiveness analyses alongside cluster trials in mind, it is applicable to the analysis of continuous endpoints in cluster trials more generally. The use of this command is exemplified with a case study of a cost effectiveness analysis undertaken alongside a cluster randomized trial. We also report bootstrap confidence interval coverage by using data from a published simulation study.
6956972	WOS:000315019600001	090ZX	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	edcc: An R Package for the Economic Design of the Control Chart	Journal	Article	2013	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-24	24	1	WOS:000315019600001	The basic purpose of the economic design of the control charts is to find the optimum control charts parameters to minimize the process cost. In this paper, an R package, edcc (economic design of control charts), which provides a numerical method to find the optimum chart parameters is presented using the unified approach of the economic design. Also, some examples are given to illustrate how to use this package. The types of the control chart available in the edcc package are (X) over bar, CUSUM (cumulative sum), and EWMA (exponentially-weighted moving average) control charts.
6959029	WOS:000324372000001	217PP	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	GLIMMPSE: Online Power Computation for Linear Models with and without a Baseline Covariate	Journal	Article	2013	8	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-26	26	1	WOS:000324372000001	GLIMMPSE is a free, web-based software tool that calculates power and sample size for the general linear multivariate model with Gaussian errors (http://glimmpse.SampleSizeShop.org/). GLIMMPSE provides a user-friendly interface for the computation of power and sample size. We consider models with fixed predictors, and models with fixed predictors and a single Gaussian covariate. Validation experiments demonstrate that GLIMMPSE matches the accuracy of previously published results, and performs well against simulations. We provide several online tutorials based on research in head and neck cancer. The tutorials demonstrate the use of GLIMMPSE to calculate power and sample size.
6973727	WOS:000328129900001	267WV	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	On Circulant Embedding for Gaussian Random Fields in R	Journal	Article	2013	11	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-21	21	1	WOS:000328129900001	The high-dimensionality typically associated with discretized approximations to Gaussian random fields is a considerable hinderance to computationally efficient methods for their simulation. Many direct approaches require spectral decompositions of the associated covariance matrix and so are unable to complete the solving process in a timely fashion, if at all. However under certain conditions, we may construct block-circulant versions of the covariance matrix at hand thereby allowing access to fast-Fourier methods to perform the required operations with impressive speed. We demonstrate how circulant embedding and subsequent simulation can be performed directly in the R language. The approach is currently implemented in C for the R package Random Fields, and used in the recently released package lgcp. Motivated by applications dealing with spatial point processes we restrict attention to stationary Gaussian fields on R-2, where sparsity of the covariance matrix cannot necessarily be assumed.
7021966	WOS:000318237300001	134TK	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	cts: An R Package for Continuous Time Autoregressive Models via Kalman Filter	Journal	Article	2013	4	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-19	19	1	WOS:000318237300001	We describe an R package cts for fitting a modified form of continuous time autoregressive model, which can be particularly useful with unequally sampled time series. The estimation is based on the application of the Kalman filter. The paper provides the methods and algorithms implemented in the package, including parameter estimation, spectral analysis, forecasting, model checking and Kalman smoothing. The package contains R functions which interface underlying Fortran routines. The package is applied to geophysical and medical data for illustration.
7043999	WOS:000317249700005	121MU	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Trial sequential boundaries for cumulative meta-analyses	Journal	Article	2013	1	1	English	STATA JOURNAL	77-91	15	1	WOS:000317249700005	We present a new command, met acumbounds, for the estimation of trial sequential monitoring boundaries in cumulative meta-analyses. The approach is based on the Lan-DeMets method for estimating group sequential boundaries in individual randomized controlled trials by using the package ldbounds in R statistical software. Through Stata's metan command, metacumbounds plots the Lan-DeMets bounds, z-values, and p-values obtained from both fixed and random-effects cumulative meta-analyses. The analysis can be performed with count data or on the hazard scale for time-to-event data.
7067666	WOS:000321944400006	185DC	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	osmar: OpenStreetMap and R	Journal	Article	2013	6	1	English	R JOURNAL	53-63	11	1	WOS:000321944400006	OpenStreetMap provides freely accessible and editable geographic data. The osmar package smoothly integrates the OpenStreetMap project into the R ecosystem. The osmar package provides infrastructure to access OpenStreetMap data from different sources, to enable working with the OSM data in the familiar R idiom, and to convert the data into objects based on classes provided by existing R packages. This paper explains the package's concept and shows how to use it. As an application we present a simple navigation device.
7100902	WOS:000324372600001	217PU	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	bcrm: Bayesian Continual Reassessment Method Designs for Phase I Dose-Finding Trials	Journal	Article	2013	8	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	26	1	WOS:000324372600001	This paper presents the R package bcrm for conducting and assessing Bayesian continual reassessment method (CRM) designs in Phase I dose-escalation trials. CRM designs are a class of adaptive design that select the dose to be given to the next recruited patient based on accumulating toxicity data from patients already recruited into the trial, often using Bayesian methodology. Despite the original CRM design being proposed in 1990, the methodology is still not widely implemented within oncology Phase I trials. The aim of this paper is to demonstrate, through example of the bcrm package, how a variety of possible designs can be easily implemented within the R statistical software, and how properties of the designs can be communicated to trial investigators using simple textual and graphical output obtained from the package. This in turn should facilitate an iterative process to allow a design to be chosen that is suitable to the needs of the investigator. Our bcrm package is the first to offer a large comprehensive choice of CRM designs, priors and escalation procedures, which can be easily compared and contrasted within the package through the assessment of operating characteristics
7106298	WOS:000328130700001	267XC	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Hybrids of Gibbs Point Process Models and Their Implementation	Journal	Article	2013	11	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-43	43	1	WOS:000328130700001	We describe a simple way to construct new statistical models for spatial point pattern data. Taking two or more existing models (finite Gibbs spatial point processes) we multiply the probability densities together and renormalise to obtain a new probability density. We call the resulting model a hybrid. We discuss stochastic properties of hybrids, their statistical implications, statistical inference, computational strategies and software implementation in the R package spatstat. Hybrids are particularly useful for constructing models which exhibit interaction at different spatial scales. The methods are demonstrated on a real data set on human social interaction. Software and data are provided.
7110899	WOS:000329680600001	289KE	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Attributable and unattributable risks and fractions and other scenario comparisons	Journal	Article	2013	1	1	English	STATA JOURNAL	672-698	27	1	WOS:000329680600001	Scenarios are alternative versions of the same dataset with the same variables but different observations or values. Applied scientists frequently want to predict how much good an intervention will do by comparing outcomes from the same model between different scenarios. Alternatively, they may want to compare outcomes between different models applied to the same scenario, for instance, when standardizing statistics from different subpopulations to a common gender and age distribution. Standard Stata tools for scenario means and comparisons are margins and pwcompare. A suite of packages is presented for estimating scenario means and comparisons by using margins, together with normalizing and variance-stabilizing transformations implemented by using n1com. margprev estimates marginal prevalences; marglmean estimates marginal arithmetic means; regpar estimates the difference between two marginal prevalences (the population attributable risk); punaf estimates the ratio between two marginal arithmetic means (the population unattributable fraction); and punaf cc estimates a marginal mean between-scenario risk or hazard ratio for case control or survival data (also known as a population unattributable fraction). The population unattributable fraction and its confidence limits are subtracted from 1 to estimate the population attributable fraction. Formulas and examples are presented, including an example from the Global Allergy and Asthma European Network.
7123988	WOS:000330193300015	296OA	2073-4859	2073485	NULL	NULL	NULL	NULL	NULL	betategarch: Simulation, estimation and forecasting of Beta-Skew-t-EGARCH Models	Journal	Article	2013	12	1	English	R JOURNAL	138-148	11	1	WOS:000330193300015	This paper illustrates the usage of the betategarch package, a package for the simulation, estimation and forecasting of Beta-Skew-t-EGARCH models. The Beta-Skew-t-EGARCH model is a dynamic model of the scale or volatility of financial returns. The model is characterised by its robustness to jumps or outliers, and by its exponential specification of volatility. The latter enables richer dynamics, since parameters need not be restricted to be positive to ensure positivity of volatility. In addition, the model also allows for heavy tails and skewness in the conditional return (i.e. scaled return), and for leverage and a time-varying long-term component in the volatility specification. More generally, the model can be viewed as a model of the scale of the error in a dynamic regression.
7135814	WOS:000329680600008	289KE	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Parametric inference using structural break tests	Journal	Article	2013	1	1	English	STATA JOURNAL	836-861	26	1	WOS:000329680600008	We present methods for testing hypotheses and estimating confidence sets for structural parameters of economic models in the presence of instabilities and breaks of unknown form. These methods constructively explore information generated by changes in the data-generating process to improve the inference of parameters that remain stable over time. The proposed methods are suitable for models cast in the generalized method of moments framework, which makes their application wide. Moreover, they are robust to the presence of weak instruments. The genstest command in Stata implements these methods to conduct hypothesis tests and to estimate confidence sets.
